Analysis Id,Sample Id,Sample#,Type,Fixed?,Latitude,Longitude,Distance(miles),Bearing,Direction,Collection Date,Source,Description,Weight,Weight Unit,Depth,Surface Area(cm2),Shape,Uncertainty%,MDA,Method Code,Moisture%,Nuclide,Result,Unit
197969,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,3.41333E-05,0,Gamma Spectroscopy,,I-132,7.13744E-12,uCi/g
197971,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,3.41333E-05,0,Gamma Spectroscopy,,Te-132,7.13744E-12,uCi/g
197973,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,3.2196E-08,3.8703E-08,GP Counting,,Sr-90,3.5507E-08,uCi/g
197975,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,1.04705E-06,1.78142E-06,Gamma Spectroscopy,,Ce-144,4.60511E-08,uCi/g
197977,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,3.2196E-08,3.8703E-08,GP Counting,,Sr-89,2.48111E-07,uCi/g
197979,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,3.36661E-08,3.8703E-08,GP Counting,,Sr-Total,2.48946E-07,uCi/g
197981,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,5.81035E-07,7.26197E-07,Gamma Spectroscopy,,Ba-140,2.18096E-06,uCi/g
197983,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,7.89263E-07,9.00741E-07,Gamma Spectroscopy,,Cs-136,8.69437E-06,uCi/g
197985,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,5.5348E-06,5.07524E-06,Gamma Spectroscopy,,I-131,5.76293E-05,uCi/g
197987,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,1.75563E-05,2.8413E-07,Gamma Spectroscopy,,Cs-137,0.000290798,uCi/g
197989,9011,SCF-08777,Soil,No,37.288639,140.222573,45.51733381,258.5950154,WSW,4/20/11 2:30 PM,DOE,Field Team: Loc 4 ;,,,2,100,Square & Flat,7.69178E-06,4.133E-07,Gamma Spectroscopy,,Cs-134,0.000297392,uCi/g
198147,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,3.08065E-06,4.48133E-06,Gamma Spectroscopy,,Te-129m,-1.19264E-06,uCi/g
198149,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,3.84725E-08,3.99345E-08,GP Counting,,Sr-90,-1.69049E-08,uCi/g
198151,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,2.30047E-05,0,Gamma Spectroscopy,,I-132,2.17819E-12,uCi/g
198153,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,2.30047E-05,0,Gamma Spectroscopy,,Te-132,2.17819E-12,uCi/g
198155,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,2.1093E-07,0,Gamma Spectroscopy,,Mo-99,6.88305E-11,uCi/g
198157,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,2.80662E-08,3.99345E-08,GP Counting,,Sr-Total,1.3751E-07,uCi/g
198159,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,3.84725E-08,3.99345E-08,GP Counting,,Sr-89,1.53693E-07,uCi/g
198161,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,7.90106E-07,1.34664E-06,Gamma Spectroscopy,,Ce-144,2.61681E-07,uCi/g
198163,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,3.80838E-07,5.01992E-07,Gamma Spectroscopy,,Ba-140,1.11403E-06,uCi/g
198165,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,5.34513E-07,6.26969E-07,Gamma Spectroscopy,,Cs-136,4.38948E-06,uCi/g
198167,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,3.54416E-06,0.000003204,Gamma Spectroscopy,,I-131,3.8056E-05,uCi/g
198169,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,9.63934E-06,2.25682E-07,Gamma Spectroscopy,,Cs-137,0.000159414,uCi/g
198171,9063,SCF-08782,Soil,No,37.497711,140.325378,39.22839805,277.958149,W,4/21/11 12:45 PM,DOE,Field Team: S 1 ;,,,2,100,Square & Flat,4.2913E-06,3.3046E-07,Gamma Spectroscopy,,Cs-134,0.000161618,uCi/g
198173,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,5.6636E-07,9.58818E-07,Gamma Spectroscopy,,Te-129m,-2.07566E-07,uCi/g
198175,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,2.59321E-06,4.36737E-06,Gamma Spectroscopy,,I-132,-1.19349E-07,uCi/g
198177,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,2.59321E-06,4.36737E-06,Gamma Spectroscopy,,Te-132,-1.19349E-07,uCi/g
198179,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,8.17757E-08,1.23108E-07,Gamma Spectroscopy,,Ba-140,-3.28325E-09,uCi/g
198181,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,4.81134E-08,0,Gamma Spectroscopy,,Mo-99,1.8438E-12,uCi/g
198183,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,1.98765E-07,3.01165E-07,Gamma Spectroscopy,,Ce-144,2.75758E-09,uCi/g
198185,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,3.49756E-08,4.73372E-08,GP Counting,,Sr-90,6.94219E-09,uCi/g
198187,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,7.12527E-08,1.24144E-07,Gamma Spectroscopy,,Cs-136,4.44384E-08,uCi/g
198189,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,3.558E-08,4.73372E-08,GP Counting,,Sr-Total,1.78689E-07,uCi/g
198191,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,3.49756E-08,4.73372E-08,GP Counting,,Sr-89,2.14298E-07,uCi/g
198193,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,2.6041E-07,2.93967E-07,Gamma Spectroscopy,,I-131,1.38456E-06,uCi/g
198195,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,9.6859E-08,5.18544E-08,Gamma Spectroscopy,,Cs-134,2.02892E-06,uCi/g
198197,9057,SCF-08783,Soil,No,37.648951,140.336887,41.30029858,292.6299342,WNW,4/21/11 2:40 PM,DOE,,,,2,100,Square & Flat,1.47631E-07,4.41872E-08,Gamma Spectroscopy,,Cs-137,2.03658E-06,uCi/g
198199,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,1.00955E-06,1.48121E-06,Gamma Spectroscopy,,Te-129m,-1.62229E-07,uCi/g
198201,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,2.53703E-07,4.3144E-07,Gamma Spectroscopy,,Ce-144,-8.78697E-08,uCi/g
198203,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,7.03919E-08,0,Gamma Spectroscopy,,Mo-99,-4.33896E-12,uCi/g
198205,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,7.23036E-06,0,Gamma Spectroscopy,,I-132,1.09203E-12,uCi/g
198207,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,7.23036E-06,0,Gamma Spectroscopy,,Te-132,1.09203E-12,uCi/g
198209,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,7.91288E-08,8.09936E-08,GP Counting,,Sr-90,8.24367E-09,uCi/g
198211,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,7.91288E-08,8.09936E-08,GP Counting,,Sr-89,2.49843E-08,uCi/g
198213,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,4.73793E-08,8.09936E-08,GP Counting,,Sr-Total,1.19809E-07,uCi/g
198215,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,1.49819E-07,2.08217E-07,Gamma Spectroscopy,,Ba-140,2.78951E-07,uCi/g
198217,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,2.21129E-07,2.78203E-07,Gamma Spectroscopy,,Cs-136,8.41723E-07,uCi/g
198219,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,9.9135E-07,9.20627E-07,Gamma Spectroscopy,,I-131,9.63955E-06,uCi/g
198221,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,1.4661E-06,6.93281E-08,Gamma Spectroscopy,,Cs-137,2.40875E-05,uCi/g
198223,9079,SCF-08784,Soil,No,37.672485,140.339475,41.80904942,294.7703557,WNW,4/22/11 1:30 PM,DOE,,200,grams,2,100,Square & Flat,7.05301E-07,9.54845E-08,Gamma Spectroscopy,,Cs-134,2.40992E-05,uCi/g
198225,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,3.26434E-06,4.76018E-06,Gamma Spectroscopy,,Te-129m,-9.66914E-07,uCi/g
198227,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,8.28725E-07,1.41051E-06,Gamma Spectroscopy,,Ce-144,-1.27754E-07,uCi/g
198229,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,5.1784E-08,5.43287E-08,GP Counting,,Sr-90,-1.60544E-09,uCi/g
198231,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,2.30902E-07,0,Gamma Spectroscopy,,Mo-99,-5.73601E-11,uCi/g
198233,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,2.50339E-05,0,Gamma Spectroscopy,,I-132,-5.68849E-12,uCi/g
198235,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,2.50339E-05,0,Gamma Spectroscopy,,Te-132,-5.68849E-12,uCi/g
198237,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,5.1784E-08,5.43287E-08,GP Counting,,Sr-89,1.70695E-07,uCi/g
198239,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,3.7471E-08,5.43287E-08,GP Counting,,Sr-Total,1.72181E-07,uCi/g
198241,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,3.61571E-07,5.11209E-07,Gamma Spectroscopy,,Ba-140,5.87507E-07,uCi/g
198243,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,5.65164E-07,6.89074E-07,Gamma Spectroscopy,,Cs-136,4.01621E-06,uCi/g
198245,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,3.8621E-06,3.52824E-06,Gamma Spectroscopy,,I-131,3.8966E-05,uCi/g
198247,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,9.53095E-06,2.34196E-07,Gamma Spectroscopy,,Cs-137,0.000157568,uCi/g
198249,9075,SCF-08785,Soil,No,37.574271,140.402088,36.20796728,287.1885235,WNW,4/21/11 10:29 PM,DOE,,200,grams,2,100,Square & Flat,4.282E-06,3.52903E-07,Gamma Spectroscopy,,Cs-134,0.000160821,uCi/g
198459,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,1.14447E-05,1.91289E-05,Gamma Spectroscopy,,I-132,-3.06933E-06,uCi/g
198461,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,1.14447E-05,1.91289E-05,Gamma Spectroscopy,,Te-132,-3.06933E-06,uCi/g
198463,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,1.25832E-06,1.90115E-06,Gamma Spectroscopy,,Te-129m,-9.34842E-07,uCi/g
198465,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,3.51981E-07,6.0059E-07,Gamma Spectroscopy,,Ce-144,-5.88148E-08,uCi/g
198467,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,5.15978E-08,5.10516E-08,GP Counting,,Sr-90,-3.99228E-08,uCi/g
198469,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,9.75084E-08,0,Gamma Spectroscopy,,Mo-99,-5.24441E-12,uCi/g
198471,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,3.40546E-08,5.10516E-08,GP Counting,,Sr-Total,1.0195E-07,uCi/g
198473,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,5.15978E-08,5.10516E-08,GP Counting,,Sr-89,1.55938E-07,uCi/g
198475,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,1.42001E-07,2.68324E-07,Gamma Spectroscopy,,Ba-140,2.59278E-07,uCi/g
198477,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,2.62536E-07,3.25345E-07,Gamma Spectroscopy,,Cs-136,9.22004E-07,uCi/g
198479,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,1.2769E-06,9.80253E-07,Gamma Spectroscopy,,I-131,1.58587E-05,uCi/g
198481,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,8.18752E-07,1.26367E-07,Gamma Spectroscopy,,Cs-134,2.71682E-05,uCi/g
198483,9175,SCF-08794,Soil,No,37.237714,140.241824,45.34707296,253.9545961,WSW,4/24/11 4:00 PM,DOE,,400,grams,2,100,,1.66288E-06,9.59394E-08,Gamma Spectroscopy,,Cs-137,2.71848E-05,uCi/g
198485,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,8.28704E-08,1.40837E-07,Gamma Spectroscopy,,Ba-140,-3.22547E-08,uCi/g
198487,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,3.94081E-06,6.61711E-06,Gamma Spectroscopy,,I-132,-2.94789E-08,uCi/g
198489,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,3.94081E-06,6.61711E-06,Gamma Spectroscopy,,Te-132,-2.94789E-08,uCi/g
198491,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,4.26526E-08,4.64391E-08,GP Counting,,Sr-90,-2.20154E-08,uCi/g
198493,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,5.6839E-08,0,Gamma Spectroscopy,,Mo-99,-6.14826E-12,uCi/g
198495,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,4.26526E-08,4.64391E-08,GP Counting,,Sr-89,6.41348E-08,uCi/g
198497,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,2.80187E-08,4.64391E-08,GP Counting,,Sr-Total,7.0773E-08,uCi/g
198499,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,2.0701E-07,3.55035E-07,Gamma Spectroscopy,,Ce-144,1.28267E-07,uCi/g
198501,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,7.46479E-07,1.11403E-06,Gamma Spectroscopy,,Te-129m,1.42546E-07,uCi/g
198503,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,1.21752E-07,1.62678E-07,Gamma Spectroscopy,,Cs-136,1.46359E-07,uCi/g
198505,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,5.60753E-07,4.28279E-07,Gamma Spectroscopy,,I-131,5.67525E-06,uCi/g
198507,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,5.97648E-07,5.6371E-08,Gamma Spectroscopy,,Cs-137,9.64509E-06,uCi/g
198509,9173,SCF-08795,Soil,No,37.243893,140.281769,43.11473815,253.6680542,WSW,4/24/11 12:00 AM,DOE,,,,2,100,,5.89234E-07,6.83336E-08,Gamma Spectroscopy,,Cs-134,9.81113E-06,uCi/g
198563,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,4.82554E-07,7.19084E-07,Gamma Spectroscopy,,Ce-144,-3.40767E-07,uCi/g
198565,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,1.11499E-07,0,Gamma Spectroscopy,,Mo-99,6.08984E-12,uCi/g
198567,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,4.39253E-08,5.1852E-08,GP Counting,,Sr-90,1.31237E-08,uCi/g
198569,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,4.39253E-08,5.1852E-08,GP Counting,,Sr-89,6.94726E-08,uCi/g
198571,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,3.01633E-08,5.1852E-08,GP Counting,,Sr-Total,1.03552E-07,uCi/g
198573,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,1.50855E-06,2.21599E-06,Gamma Spectroscopy,,Te-129m,1.11307E-07,uCi/g
198575,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,1.51293E-07,2.32044E-07,Gamma Spectroscopy,,Ba-140,3.74718E-07,uCi/g
198577,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,9.71122E-06,1.62336E-05,Gamma Spectroscopy,,I-132,6.20615E-07,uCi/g
198579,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,9.71122E-06,1.62336E-05,Gamma Spectroscopy,,Te-132,6.20615E-07,uCi/g
198581,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,2.22539E-07,2.76185E-07,Gamma Spectroscopy,,Cs-136,1.72055E-06,uCi/g
198583,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,1.79958E-06,1.0916E-06,Gamma Spectroscopy,,I-131,2.68816E-05,uCi/g
198585,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,4.79914E-06,1.21741E-07,Gamma Spectroscopy,,Cs-137,7.93486E-05,uCi/g
198587,9143,SCF-08797,Soil,No,37.418513,140.302478,40.15424561,269.9375948,W,4/24/11 11:30 AM,DOE,,,,2,100,Square & Flat,4.78213E-06,1.74127E-07,Gamma Spectroscopy,,Cs-134,8.00917E-05,uCi/g
198589,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,1.61952E-06,2.38709E-06,Gamma Spectroscopy,,Te-129m,-7.22107E-08,uCi/g
198591,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,4.54872E-07,7.76618E-07,Gamma Spectroscopy,,Ce-144,-1.62486E-09,uCi/g
198593,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,1.21432E-07,0,Gamma Spectroscopy,,Mo-99,-2.38057E-11,uCi/g
198595,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,4.21703E-08,4.18E-08,GP Counting,,Sr-90,1.18118E-08,uCi/g
198597,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,4.21703E-08,4.18E-08,GP Counting,,Sr-90,1.18118E-08,uCi/g
198599,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,4.21703E-08,4.18E-08,GP Counting,,Sr-89,1.75367E-08,uCi/g
198601,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,4.21703E-08,4.18E-08,GP Counting,,Sr-89,1.75367E-08,uCi/g
198603,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,2.60368E-08,4.17824E-08,GP Counting,,Sr-Total,7.89404E-08,uCi/g
198605,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,1.7355E-07,2.43472E-07,Gamma Spectroscopy,,Ba-140,2.48588E-07,uCi/g
198607,9141,SCF-08798,Soil,No,37.38648,140.261076,42.50825756,266.9739262,W,4/24/11 12:00 PM,DOE,,,,2,100,Square & Flat,2.12212E-07,3.02693E-07,Gamma Spectroscopy,,Cs-136,1.14159E-06,uCi/g
